Time (ms),Motor Speed,PH,Temperature
8550,700.0,,
8574,700.0,,
8596,700.0,,
8620,700.0,,
8642,700.0,,
8664,700.0,,
8688,700.0,,
8711,700.0,,
8734,700.0,,
8756,700.0,,
8780,700.0,,
8802,700.0,,
8825,700.0,,
8847,700.0,,
8871,700.0,,
8894,700.0,,
8918,700.0,,
8941,700.0,,
8963,700.0,,
8985,700.0,,
9008,700.0,,
9032,700.0,,
9054,700.0,,
9077,700.0,,
9099,700.0,,
9123,700.0,,
9146,700.0,,
9168,700.0,,
9190,700.0,,
9216,700.0,,
9238,700.0,,
9259,700.0,,
9283,700.0,,
9305,700.0,,
9328,700.0,,
9352,700.0,,
9374,700.0,,
9396,700.0,,
9420,700.0,,
9443,700.0,,
9466,700.0,,
9488,700.0,,
9512,700.0,,
9536,700.0,,
9556,700.0,,
9581,700.0,,
9604,700.0,,
9626,700.0,,
9648,700.0,,
9673,700.0,,
9695,700.0,,
9717,700.0,,
9740,700.0,,
9764,700.0,,
9786,700.0,,
9809,700.0,,
9831,700.0,,
9856,700.0,,
9878,700.0,,
9901,700.0,,
9924,700.0,,
9946,700.0,,
9970,700.0,,
9991,700.0,,
10016,700.0,,
10039,700.0,,
10063,700.0,,
10086,700.0,,
10112,700.0,,
10135,700.0,,
10159,700.0,,
10182,700.0,,
10206,700.0,,
10230,700.0,,
10254,700.0,,
10278,700.0,,
10301,700.0,,
10324,700.0,,
10350,700.0,,
10373,700.0,,
10398,700.0,,
10422,700.0,,
10446,700.0,,
10469,700.0,,
10493,700.0,,
10518,700.0,,
10542,700.0,,
10566,700.0,,
10588,700.0,,
10613,700.0,,
10636,700.0,,
10660,700.0,,
10685,700.0,,
10708,700.0,,
10734,700.0,,
10756,700.0,,
10781,700.0,,
10805,700.0,,
10829,700.0,,
10851,700.0,,
10876,700.0,,
10900,700.0,,
10923,700.0,,
10949,700.0,,
10971,700.0,,
10995,700.0,,
11019,700.0,,
11043,700.0,,
11068,700.0,,
11092,700.0,,
11115,700.0,,
11140,700.0,,
11163,700.0,,
11187,700.0,,
11212,700.0,,
11235,700.0,,
11258,700.0,,
11282,700.0,,
11307,700.0,,
11330,700.0,,
11354,700.0,,
11378,700.0,,
11402,700.0,,
11426,700.0,,
11450,700.0,,
11475,700.0,,
11498,700.0,,
11522,700.0,,
11546,700.0,,
11570,700.0,,
11594,700.0,,
11617,700.0,,
11642,700.0,,
11666,700.0,,
11689,700.0,,
11713,700.0,,
11737,700.0,,
11761,700.0,,
11785,700.0,,
11809,700.0,,
11833,700.0,,
11857,700.0,,
11881,700.0,,
11904,700.0,,
11929,700.0,,
11953,700.0,,
11977,700.0,,
12000,700.0,,
12025,700.0,,
12047,700.0,,
12072,700.0,,
12097,700.0,,
12119,700.0,,
12144,700.0,,
12167,700.0,,
12191,700.0,,
12216,700.0,,
12239,700.0,,
12263,700.0,,
12286,700.0,,
12312,700.0,,
12336,700.0,,
12360,700.0,,
12382,700.0,,
12407,700.0,,
12430,700.0,,
12454,700.0,,
12480,700.0,,
12502,700.0,,
12526,700.0,,
12550,700.0,,
12574,700.0,,
12599,700.0,,
12623,700.0,,
12645,700.0,,
12670,700.0,,
12694,700.0,,
12718,700.0,,
12743,700.0,,
12766,700.0,,
12789,700.0,,
12813,700.0,,
12837,700.0,,
12861,700.0,,
12884,700.0,,
12909,700.0,,
12933,700.0,,
12957,700.0,,
12981,700.0,,
13006,700.0,,
13029,700.0,,
13052,700.0,,
13078,700.0,,
13101,700.0,,
13125,700.0,,
13148,700.0,,
13173,700.0,,
13197,700.0,,
13220,700.0,,
13244,700.0,,
13270,700.0,,
13292,700.0,,
13315,700.0,,
13340,700.0,,
13364,700.0,,
13388,700.0,,
13412,700.0,,
13436,700.0,,
13458,700.0,,
13484,700.0,,
13508,700.0,,
13531,700.0,,
13556,700.0,,
13578,700.0,,
13603,700.0,,
13626,700.0,,
13651,700.0,,
13675,700.0,,
13698,700.0,,
13722,700.0,,
13747,700.0,,
13770,700.0,,
13794,700.0,,
13819,700.0,,
13841,700.0,,
13867,700.0,,
13891,700.0,,
13913,700.0,,
13938,700.0,,
13961,700.0,,
13985,700.0,,
14010,700.0,,
14033,700.0,,
14057,700.0,,
14081,700.0,,
14105,700.0,,
14130,700.0,,
14154,700.0,,
14176,700.0,,
14202,700.0,,
14224,700.0,,
14248,700.0,,
14274,700.0,,
14297,700.0,,
14320,700.0,,
14344,700.0,,
14368,700.0,,
14392,700.0,,
14416,700.0,,
14440,700.0,,
14464,700.0,,
14488,700.0,,
14512,700.0,,
14537,700.0,,
14560,700.0,,
14583,700.0,,
14607,700.0,,
14631,700.0,,
14656,700.0,,
14679,700.0,,
14704,700.0,,
14728,700.0,,
14751,700.0,,
14775,700.0,,
14800,700.0,,
14823,700.0,,
14848,700.0,,
14871,700.0,,
14895,700.0,,
14919,700.0,,
14943,700.0,,
14967,700.0,,
14989,700.0,,
15014,700.0,,
15037,700.0,,
15062,700.0,,
15087,700.0,,
15109,700.0,,
15134,700.0,,
15157,700.0,,
15182,700.0,,
15206,700.0,,
15230,700.0,,
15253,700.0,,
15278,700.0,,
15301,700.0,,
15325,700.0,,
15350,700.0,,
15372,700.0,,
15397,700.0,,
15420,700.0,,
15446,700.0,,
15469,700.0,,
15492,700.0,,
15516,700.0,,
15541,700.0,,
15564,700.0,,
15588,700.0,,
15613,700.0,,
15636,700.0,,
15661,700.0,,
15685,700.0,,
15707,700.0,,
15733,700.0,,
15755,700.0,,
15779,700.0,,
15803,700.0,,
15827,700.0,,
15851,700.0,,
15875,700.0,,
15899,700.0,,
15923,700.0,,
15947,700.0,,
15971,700.0,,
15996,700.0,,
16018,700.0,,
16043,700.0,,
16068,700.0,,
16091,700.0,,
16114,700.0,,
16138,700.0,,
16162,700.0,,
16185,700.0,,
16210,700.0,,
16235,700.0,,
16259,700.0,,
16282,700.0,,
16306,700.0,,
16331,700.0,,
16354,700.0,,
16378,700.0,,
16401,700.0,,
16427,700.0,,
16450,700.0,,
16474,700.0,,
16498,700.0,,
16520,700.0,,
16545,700.0,,
16568,700.0,,
16593,700.0,,
16617,700.0,,
16640,700.0,,
16665,700.0,,
16688,700.0,,
16713,700.0,,
16737,700.0,,
16761,700.0,,
16783,700.0,,
16808,700.0,,
16832,700.0,,
16856,700.0,,
16881,700.0,,
16903,700.0,,
16928,700.0,,
16951,700.0,,
16976,700.0,,
17000,700.0,,
17022,700.0,,
17047,700.0,,
17071,700.0,,
17095,700.0,,
17119,700.0,,
17144,700.0,,
17167,700.0,,
17191,700.0,,
17216,700.0,,
17238,700.0,,
17264,700.0,,
17286,700.0,,
17310,700.0,,
17334,700.0,,
17358,700.0,,
17382,700.0,,
17408,700.0,,
17430,700.0,,
17454,700.0,,
17478,700.0,,
17502,700.0,,
17527,700.0,,
17549,700.0,,
17573,700.0,,
17597,700.0,,
17622,700.0,,
17645,700.0,,
17669,700.0,,
17693,700.0,,
17716,700.0,,
17741,700.0,,
17764,700.0,,
17789,700.0,,
17813,700.0,,
17837,700.0,,
17862,700.0,,
17885,700.0,,
17909,700.0,,
17932,700.0,,
17957,700.0,,
17979,700.0,,
18004,700.0,,
18029,700.0,,
18051,700.0,,
18076,700.0,,
18099,700.0,,
18124,700.0,,
18148,700.0,,
18172,700.0,,
18196,700.0,,
18219,700.0,,
18244,700.0,,
18268,700.0,,
18292,700.0,,
18314,700.0,,
18339,700.0,,
18362,700.0,,
18388,700.0,,
18412,700.0,,
18434,700.0,,
18459,700.0,,
18482,700.0,,
18507,700.0,,
18531,700.0,,
18554,700.0,,
18578,700.0,,
18603,700.0,,
18626,700.0,,
18650,700.0,,
18675,700.0,,
18698,700.0,,
18722,700.0,,
18745,700.0,,
18769,700.0,,
18795,700.0,,
18817,700.0,,
18841,700.0,,
18865,700.0,,
18889,700.0,,
18913,700.0,,
18938,700.0,,
18961,700.0,,
18984,700.0,,
19009,700.0,,
19033,700.0,,
19058,700.0,,
19080,700.0,,
19104,700.0,,
19128,700.0,,
19152,700.0,,
19176,700.0,,
19200,700.0,,
19224,700.0,,
19247,700.0,,
19272,700.0,,
19295,700.0,,
19320,700.0,,
19344,700.0,,
19367,700.0,,
19393,700.0,,
19416,700.0,,
19440,700.0,,
19463,700.0,,
19488,700.0,,
19510,700.0,,
19535,700.0,,
19558,700.0,,
19584,700.0,,
19607,700.0,,
19630,700.0,,
19655,700.0,,
19679,700.0,,
19703,700.0,,
19726,700.0,,
19751,700.0,,
19773,700.0,,
19799,700.0,,
19823,700.0,,
19845,700.0,,
19870,700.0,,
19893,700.0,,
19919,700.0,,
19941,700.0,,
19966,700.0,,
19990,700.0,,
20013,700.0,,
20037,700.0,,
20062,700.0,,
20086,700.0,,
20108,700.0,,
20134,700.0,,
20156,700.0,,
20180,700.0,,
20206,700.0,,
20229,700.0,,
20253,700.0,,
20276,700.0,,
20300,700.0,,
20325,700.0,,
20348,700.0,,
20372,700.0,,
20396,700.0,,
20420,700.0,,
20444,700.0,,
20469,700.0,,
20492,700.0,,
20516,700.0,,
20539,700.0,,
20563,700.0,,
20589,700.0,,
20611,700.0,,
20635,700.0,,
20659,700.0,,
20683,700.0,,
20707,700.0,,
20731,700.0,,
20755,700.0,,
20777,700.0,,
20803,700.0,,
20826,700.0,,
20851,700.0,,
20875,700.0,,
20898,700.0,,
20922,700.0,,
20946,700.0,,
20971,700.0,,
20994,700.0,,
21019,700.0,,
21041,700.0,,
21066,700.0,,
21089,700.0,,
21114,700.0,,
21138,700.0,,
21163,700.0,,
21186,700.0,,
21210,700.0,,
21234,700.0,,
21258,700.0,,
21282,700.0,,
21304,700.0,,
21329,700.0,,
21352,700.0,,
21376,700.0,,
21401,700.0,,
21424,700.0,,
21450,700.0,,
21472,700.0,,
21497,700.0,,
21521,700.0,,
21545,700.0,,
21568,700.0,,
21593,700.0,,
21617,700.0,,
21639,700.0,,
21665,700.0,,
21687,700.0,,
21711,700.0,,
21735,700.0,,
21760,700.0,,
21784,700.0,,
21807,700.0,,
21831,700.0,,
21856,700.0,,
21879,700.0,,
21903,700.0,,
21928,700.0,,
21951,700.0,,
21975,700.0,,
22000,700.0,,
22023,700.0,,
22047,700.0,,
22070,700.0,,
22094,700.0,,
22118,700.0,,
22142,700.0,,
22166,700.0,,
22190,700.0,,
22214,700.0,,
22238,700.0,,
22263,700.0,,
22286,700.0,,
22310,700.0,,
22333,700.0,,
22356,700.0,,
22382,700.0,,
22406,700.0,,
22429,700.0,,
22453,700.0,,
22477,700.0,,
22500,700.0,,
22525,700.0,,
22550,700.0,,
22572,700.0,,
22597,700.0,,
22620,700.0,,
22645,700.0,,
22669,700.0,,
22693,700.0,,
22716,700.0,,
22742,700.0,,
22765,700.0,,
22789,700.0,,
22813,700.0,,
22835,700.0,,
22860,700.0,,
22883,700.0,,
22907,700.0,,
22932,700.0,,
22955,700.0,,
22981,700.0,,
23003,700.0,,
23028,700.0,,
23052,700.0,,
23076,700.0,,
23098,700.0,,
23123,700.0,,
23148,700.0,,
23170,700.0,,
23196,700.0,,
23218,700.0,,
23242,700.0,,
23266,700.0,,
23290,700.0,,
23315,700.0,,
23337,700.0,,
23362,700.0,,
23387,700.0,,
23410,700.0,,
23434,700.0,,
23459,700.0,,
23482,700.0,,
23505,700.0,,
23531,700.0,,
23554,700.0,,
23578,700.0,,
23601,700.0,,
23625,700.0,,
23649,700.0,,
23673,700.0,,
23697,700.0,,
23723,700.0,,
23745,700.0,,
23769,700.0,,
23794,700.0,,
23817,700.0,,
23841,700.0,,
23864,700.0,,
23889,700.0,,
23913,700.0,,
23937,700.0,,
23960,700.0,,
23984,700.0,,
24008,700.0,,
24031,700.0,,
24056,700.0,,
24080,700.0,,
24104,700.0,,
24128,700.0,,
24151,700.0,,
24176,700.0,,
24200,700.0,,
24224,700.0,,
24247,700.0,,
24272,700.0,,
24294,700.0,,
24320,700.0,,
24344,700.0,,
24366,700.0,,
24391,700.0,,
24414,700.0,,
24438,700.0,,
24463,700.0,,
24486,700.0,,
24512,700.0,,
24534,700.0,,
24559,700.0,,
24583,700.0,,
24607,700.0,,
24629,700.0,,
24654,700.0,,
24677,700.0,,
24701,700.0,,
24727,700.0,,
24749,700.0,,
24773,700.0,,
24797,700.0,,
24821,700.0,,
24846,700.0,,
24870,700.0,,
24892,700.0,,
24918,700.0,,
24941,700.0,,
24965,700.0,,
24990,700.0,,
25013,700.0,,
25036,700.0,,
25060,700.0,,
25084,700.0,,
25108,700.0,,
25132,700.0,,
25156,700.0,,
25181,700.0,,
25204,700.0,,
25228,700.0,,
25253,700.0,,
25276,700.0,,
25299,700.0,,
25325,700.0,,
25348,700.0,,
25372,700.0,,
25395,700.0,,
25420,700.0,,
25444,700.0,,
25467,700.0,,
25491,700.0,,
25515,700.0,,
25539,700.0,,
25563,700.0,,
25587,700.0,,
25611,700.0,,
25635,700.0,,
25659,700.0,,
25683,700.0,,
25706,700.0,,
25731,700.0,,
25755,700.0,,
25778,700.0,,
25802,700.0,,
25825,700.0,,
25850,700.0,,
25873,700.0,,
25899,700.0,,
25922,700.0,,
25945,700.0,,
25969,700.0,,
25994,700.0,,
26017,700.0,,
26041,700.0,,
26066,700.0,,
26088,700.0,,
26114,700.0,,
26138,700.0,,
26160,700.0,,
26185,700.0,,
26208,700.0,,
26232,700.0,,
26257,700.0,,
26280,700.0,,
26304,700.0,,
26328,700.0,,
26352,700.0,,
26377,700.0,,
26401,700.0,,
26423,700.0,,
26449,700.0,,
26471,700.0,,
26496,700.0,,
26521,700.0,,
26544,700.0,,
26567,700.0,,
26591,700.0,,
26615,700.0,,
26639,700.0,,
26663,700.0,,
26687,700.0,,
26711,700.0,,
26735,700.0,,
26759,700.0,,
26784,700.0,,
26807,700.0,,
26830,700.0,,
26854,700.0,,
26878,700.0,,
26903,700.0,,
26926,700.0,,
26951,700.0,,
26975,700.0,,
26998,700.0,,
27022,700.0,,
27047,700.0,,
27070,700.0,,
27094,700.0,,
27118,700.0,,
27141,700.0,,
27166,700.0,,
27190,700.0,,
27214,700.0,,
27236,700.0,,
27261,700.0,,
27286,700.0,,
27309,700.0,,
27333,700.0,,
27356,700.0,,
27381,700.0,,
27404,700.0,,
27429,700.0,,
27453,700.0,,
27478,700.0,,
27500,700.0,,
27525,700.0,,
27548,700.0,,
27572,700.0,,
27597,700.0,,
27619,700.0,,
27644,700.0,,
27669,700.0,,
27691,700.0,,
27716,700.0,,
27739,700.0,,
27763,700.0,,
27788,700.0,,
27811,700.0,,
27835,700.0,,
27860,700.0,,
27883,700.0,,
27908,700.0,,
27932,700.0,,
27954,700.0,,
27979,700.0,,
28002,700.0,,
28026,700.0,,
28050,700.0,,
28075,700.0,,
28098,700.0,,
28122,700.0,,
28146,700.0,,
28170,700.0,,
28194,700.0,,
28218,700.0,,
28243,700.0,,
28266,700.0,,
28290,700.0,,
28315,700.0,,
28338,700.0,,
28362,700.0,,
28385,700.0,,
28409,700.0,,
28432,700.0,,
28457,700.0,,
28482,700.0,,
28506,700.0,,
28529,700.0,,
28553,700.0,,
28578,700.0,,
28601,700.0,,
28625,700.0,,
28648,700.0,,
28672,700.0,,
28697,700.0,,
28721,700.0,,
28745,700.0,,
28767,700.0,,
28792,700.0,,
28815,700.0,,
28840,700.0,,
28864,700.0,,
28887,700.0,,
28912,700.0,,
28935,700.0,,
28960,700.0,,
28984,700.0,,
29008,700.0,,
29030,700.0,,
29056,700.0,,
29079,700.0,,
29103,700.0,,
29128,700.0,,
29150,700.0,,
29175,700.0,,
29198,700.0,,
29223,700.0,,
29247,700.0,,
29270,700.0,,
29294,700.0,,
29319,700.0,,
29342,700.0,,
29366,700.0,,
29391,700.0,,
29414,700.0,,
29438,700.0,,
29463,700.0,,
29485,700.0,,
29510,700.0,,
29533,700.0,,
29557,700.0,,
29581,700.0,,
29605,700.0,,
29629,700.0,,
29652,700.0,,
29677,700.0,,
29701,700.0,,
29725,700.0,,
29749,700.0,,
29774,700.0,,
29797,700.0,,
29820,700.0,,
29846,700.0,,
29869,700.0,,
29892,700.0,,
29916,700.0,,
29940,700.0,,
29963,700.0,,
29988,700.0,,
30011,700.0,,
30036,700.0,,
30060,700.0,,
30084,700.0,,
30109,700.0,,
30132,700.0,,
30156,700.0,,
30179,700.0,,
30204,700.0,,
30226,700.0,,
30252,700.0,,
30276,700.0,,
30298,700.0,,
30323,700.0,,
30346,700.0,,
30371,700.0,,
30395,700.0,,
30419,700.0,,
30443,700.0,,
30466,700.0,,
30491,700.0,,
30515,700.0,,
30539,700.0,,
30561,700.0,,
30586,700.0,,
30609,700.0,,
30633,700.0,,
30659,700.0,,
30681,700.0,,
30706,700.0,,
30729,700.0,,
30753,700.0,,
30778,700.0,,
30802,700.0,,
30824,700.0,,
30849,700.0,,
30873,700.0,,
30897,700.0,,
30922,700.0,,
30945,700.0,,
30969,700.0,,
30992,700.0,,
31016,700.0,,
31042,700.0,,
31064,700.0,,
31088,700.0,,
31112,700.0,,
31136,700.0,,
31160,700.0,,
31185,700.0,,
31208,700.0,,
31230,700.0,,
31256,700.0,,
31280,700.0,,
31305,700.0,,
31327,700.0,,
31351,700.0,,
31375,700.0,,
31399,700.0,,
31423,700.0,,
31447,700.0,,
31471,700.0,,
31494,700.0,,
31519,700.0,,
31542,700.0,,
31567,700.0,,
31591,700.0,,
31614,700.0,,
31640,700.0,,
31663,700.0,,
31687,700.0,,
31710,700.0,,
31735,700.0,,
31757,700.0,,
31782,700.0,,
31805,700.0,,
31828,700.0,,
31854,700.0,,
31877,700.0,,
31902,700.0,,
31926,700.0,,
31950,700.0,,
31973,700.0,,
31998,700.0,,
32022,700.0,,
32046,700.0,,
32070,700.0,,
32092,700.0,,
32117,700.0,,
32140,700.0,,
32166,700.0,,
32188,700.0,,
32214,700.0,,
32237,700.0,,
32260,700.0,,
32285,700.0,,
32309,700.0,,
32333,700.0,,
32355,700.0,,
32381,700.0,,
32404,700.0,,
32428,700.0,,
32453,700.0,,
32476,700.0,,
32500,700.0,,
32523,700.0,,
32547,700.0,,
32572,700.0,,
32595,700.0,,
32619,700.0,,
32643,700.0,,
32667,700.0,,
32691,700.0,,
32716,700.0,,
32739,700.0,,
32763,700.0,,
32786,700.0,,
32811,700.0,,
32836,700.0,,
32858,700.0,,
32882,700.0,,
32906,700.0,,
32930,700.0,,
32954,700.0,,
32979,700.0,,
33003,700.0,,
33025,700.0,,
33050,700.0,,
33073,700.0,,
33098,700.0,,
33122,700.0,,
33145,700.0,,
33169,700.0,,
33193,700.0,,
33218,700.0,,
33241,700.0,,
33266,700.0,,
33288,700.0,,
33313,700.0,,
33336,700.0,,
33361,700.0,,
33385,700.0,,
33408,700.0,,
33433,700.0,,
33457,700.0,,
33481,700.0,,
33505,700.0,,
33529,700.0,,
33551,700.0,,
33576,700.0,,
33601,700.0,,
33623,700.0,,
33648,700.0,,
33671,700.0,,
33697,700.0,,
33719,700.0,,
33744,700.0,,
33768,700.0,,
33790,700.0,,
33815,700.0,,
33840,700.0,,
33863,700.0,,
33886,700.0,,
33912,700.0,,
33934,700.0,,
33958,700.0,,
33984,700.0,,
34007,700.0,,
34031,700.0,,
34054,700.0,,
34078,700.0,,
34103,700.0,,
34126,700.0,,
34150,700.0,,
34176,700.0,,
34198,700.0,,
34222,700.0,,
34247,700.0,,
34270,700.0,,
34294,700.0,,
34317,700.0,,
34341,700.0,,
34365,700.0,,
34388,700.0,,
34413,700.0,,
34437,700.0,,
34461,700.0,,
34485,700.0,,
34510,700.0,,
34533,700.0,,
34557,700.0,,
34581,700.0,,
34604,700.0,,
34629,700.0,,
34653,700.0,,
34676,700.0,,
34700,700.0,,
34724,700.0,,
34747,700.0,,
34772,700.0,,
34797,700.0,,
34819,700.0,,
34844,700.0,,
34867,700.0,,
34892,700.0,,
34916,700.0,,
34940,700.0,,
34964,700.0,,
34988,700.0,,
35012,700.0,,
35035,700.0,,
35060,700.0,,
35082,700.0,,
35107,700.0,,
35130,700.0,,
35154,700.0,,
35179,700.0,,
35202,700.0,,
35228,700.0,,
35250,700.0,,
35275,700.0,,
35299,700.0,,
35323,700.0,,
35345,700.0,,
35371,700.0,,
35395,700.0,,
35417,700.0,,
35443,700.0,,
35465,700.0,,
35489,700.0,,
35513,700.0,,
35537,700.0,,
35562,700.0,,
35585,700.0,,
35609,700.0,,
35634,700.0,,
35657,700.0,,
35681,700.0,,
35706,700.0,,
35729,700.0,,
35752,700.0,,
35778,700.0,,
35801,700.0,,
35825,700.0,,
35848,700.0,,
35872,700.0,,
35897,700.0,,
35920,700.0,,
35944,700.0,,
35968,700.0,,
35992,700.0,,
36016,700.0,,
36040,700.0,,
36064,700.0,,
36088,700.0,,
36111,700.0,,
36136,700.0,,
36160,700.0,,
36184,700.0,,
36207,700.0,,
36231,700.0,,
36255,700.0,,
36278,700.0,,
36303,700.0,,
36326,700.0,,
